po_id,sku_id,supplier_id,order_date,quantity,unit_price,lead_time_days,delivery_date
PO-06741,FIL-0015,SUP-001,19-09-2025,596,1212.23,8,27-09-2025
PO-06742,RAW-0016,SUP-001,14-04-2026,1061,2920.12,8,22-04-2026
PO-06743,ELE-0018,SUP-006,17-06-2025,120,843.8,11,28-06-2025
PO-06744,FAS-0005,SUP-004,27-08-2025,1705,3142.72,14,10-09-2025
PO-06745,FIL-0017,SUP-015,20-01-2026,1264,3609.44,9,29-01-2026
PO-06746,SEA-0007,SUP-015,20-05-2026,1840,694.17,9,29-05-2026
PO-06747,BRG-0001,SUP-006,24-09-2025,439,1942.47,11,05-10-2025
PO-06748,RAW-0010,SUP-010,12-01-2026,1236,3740.88,6,18-01-2026
PO-06749,FAS-0006,SUP-014,14-01-2026,1392,2343.31,12,26-01-2026
PO-06750,SEA-0019,SUP-009,21-03-2026,1078,5194.11,8,29-03-2026
PO-06751,CHE-0017,SUP-014,05-09-2025,1565,894.85,12,17-09-2025
PO-06752,FIL-0010,SUP-009,14-07-2025,778,445.74,8,22-07-2025
PO-06753,CON-0018,SUP-008,01-04-2025,1370,2944.46,13,14-04-2025
PO-06754,CON-0019,SUP-010,02-06-2025,1682,2795.85,6,08-06-2025
PO-06755,RAW-0012,SUP-011,20-12-2025,1228,1100.48,15,04-01-2026
PO-06756,CHE-0005,SUP-015,05-04-2025,1762,3240.13,9,14-04-2025
PO-06757,FIL-0007,SUP-006,16-10-2025,1795,507.04,11,27-10-2025
PO-06758,FIL-0004,SUP-001,30-11-2025,1756,901.57,8,08-12-2025
PO-06759,CON-0015,SUP-012,11-05-2026,1585,1897.69,10,21-05-2026
PO-06760,FIL-0002,SUP-002,19-05-2025,1318,2454.51,10,29-05-2025
PO-06761,RAW-0012,SUP-006,15-06-2026,1087,1224.98,11,26-06-2026
PO-06762,CHE-0002,SUP-006,30-01-2026,1162,2736.85,11,10-02-2026
PO-06763,FIL-0009,SUP-007,31-07-2025,680,4181.46,7,07-08-2025
PO-06764,RAW-0005,SUP-010,21-10-2025,487,1785.99,6,27-10-2025
PO-06765,CHE-0017,SUP-002,03-06-2026,1495,840.15,10,13-06-2026
PO-06766,RAW-0012,SUP-004,08-05-2026,919,1144.76,14,22-05-2026
PO-06767,CHE-0017,SUP-012,20-06-2026,1457,904.05,10,30-06-2026
PO-06768,SEA-0007,SUP-005,06-01-2026,1220,770.61,9,15-01-2026
PO-06769,CON-0020,SUP-015,26-05-2026,1305,1433.08,9,04-06-2026
PO-06770,BRG-0015,SUP-014,15-12-2025,1512,2981.15,12,27-12-2025
PO-06771,BRG-0010,SUP-012,04-06-2026,1064,1663.94,10,14-06-2026
PO-06772,CON-0011,SUP-012,12-04-2025,1169,5071.7,10,22-04-2025
PO-06773,FAS-0018,SUP-008,28-09-2025,340,2831.55,13,11-10-2025
PO-06774,SEA-0015,SUP-010,24-10-2025,1658,1913.01,6,30-10-2025
PO-06775,CHE-0006,SUP-006,27-01-2025,849,381.06,11,07-02-2025
PO-06776,ELE-0013,SUP-007,16-04-2025,290,3314.95,7,23-04-2025
PO-06777,FIL-0004,SUP-006,15-10-2025,1407,885.31,11,26-10-2025
PO-06778,RAW-0011,SUP-011,29-05-2025,1556,1113.19,15,13-06-2025
PO-06779,SEA-0013,SUP-008,09-05-2026,1067,2542.78,13,22-05-2026
PO-06780,FAS-0006,SUP-002,28-01-2026,1072,2306.69,10,07-02-2026
PO-06781,SEA-0011,SUP-003,16-01-2026,1869,1640.2,12,28-01-2026
PO-06782,SEA-0004,SUP-009,01-03-2025,1053,1298.2,8,09-03-2025
PO-06783,SEA-0016,SUP-002,18-05-2026,851,3225.05,10,28-05-2026
PO-06784,BRG-0017,SUP-003,21-11-2025,447,2951.33,12,03-12-2025
PO-06785,CHE-0017,SUP-001,21-03-2025,1282,958.38,8,29-03-2025
PO-06786,FIL-0014,SUP-005,05-02-2026,1545,1668.06,9,14-02-2026
PO-06787,ELE-0017,SUP-003,21-05-2025,504,476.07,12,02-06-2025
PO-06788,SEA-0001,SUP-012,24-11-2025,723,3217.66,10,04-12-2025
PO-06789,ELE-0005,SUP-013,06-10-2025,1111,3768.08,36,11-11-2025
PO-06790,FAS-0020,SUP-006,21-03-2026,662,4319.93,11,01-04-2026
PO-06791,RAW-0017,SUP-012,02-08-2025,1842,4607.63,10,12-08-2025
PO-06792,SEA-0013,SUP-011,03-04-2025,647,2525.52,15,18-04-2025
PO-06793,CHE-0011,SUP-006,17-09-2025,1851,2560.67,11,28-09-2025
PO-06794,RAW-0018,SUP-006,18-04-2026,352,2068.5,11,29-04-2026
PO-06795,CHE-0005,SUP-014,30-01-2025,1291,3455.99,12,11-02-2025
PO-06796,BRG-0019,SUP-012,28-01-2026,1446,4285.16,10,07-02-2026
PO-06797,FIL-0019,SUP-014,27-05-2026,1520,4083.37,12,08-06-2026
PO-06798,ELE-0001,SUP-015,24-10-2025,1793,992.35,9,02-11-2025
PO-06799,CON-0007,SUP-015,18-01-2025,286,1154.63,9,27-01-2025
PO-06800,FAS-0004,SUP-015,17-04-2026,824,2255.14,9,26-04-2026
PO-06801,CHE-0010,SUP-008,21-11-2025,1235,3652.7,13,04-12-2025
PO-06802,SEA-0010,SUP-010,17-07-2025,650,2213.6,6,23-07-2025
PO-06803,RAW-0008,SUP-005,16-04-2025,454,115.57,9,25-04-2025
PO-06804,BRG-0010,SUP-013,12-04-2026,705,1455.5,34,16-05-2026
PO-06805,CON-0006,SUP-008,28-01-2025,569,959.44,13,10-02-2025
PO-06806,FIL-0014,SUP-008,17-10-2025,407,1481.85,13,30-10-2025
PO-06807,SEA-0015,SUP-013,28-02-2026,1418,1896.92,43,12-04-2026
PO-06808,CHE-0019,SUP-009,30-04-2026,1291,4529.96,8,08-05-2026
PO-06809,FAS-0018,SUP-007,05-03-2025,354,2712.61,7,12-03-2025
PO-06810,CHE-0007,SUP-010,01-10-2025,227,510.54,6,07-10-2025
PO-06811,BRG-0009,SUP-009,15-06-2026,428,123.57,8,23-06-2026
PO-06812,SEA-0017,SUP-001,17-04-2025,298,4646.61,8,25-04-2025
PO-06813,BRG-0020,SUP-011,28-05-2025,1615,3148.31,15,12-06-2025
PO-06814,RAW-0018,SUP-008,31-05-2025,1673,2329.16,13,13-06-2025
PO-06815,BRG-0014,SUP-003,26-04-2026,149,1935.1,12,08-05-2026
PO-06816,BRG-0002,SUP-003,19-02-2025,443,2805.84,12,03-03-2025
PO-06817,FAS-0016,SUP-014,07-05-2025,1208,3584.24,12,19-05-2025
PO-06818,FIL-0005,SUP-003,20-02-2026,1461,3163.93,12,04-03-2026
PO-06819,FIL-0006,SUP-005,12-02-2025,167,986.78,9,21-02-2025
PO-06820,SEA-0004,SUP-006,02-07-2025,1706,1112.61,11,13-07-2025
PO-06821,BRG-0004,SUP-008,14-03-2025,436,3380.51,13,27-03-2025
PO-06822,FIL-0004,SUP-013,31-08-2025,1315,992.57,38,08-10-2025
PO-06823,CHE-0008,SUP-015,19-03-2025,1082,4778.15,9,28-03-2025
PO-06824,RAW-0020,SUP-009,26-05-2026,1361,4032.12,8,03-06-2026
PO-06825,SEA-0003,SUP-002,18-10-2025,211,2348.24,10,28-10-2025
PO-06826,ELE-0018,SUP-009,29-10-2025,129,758.43,8,06-11-2025
PO-06827,SEA-0015,SUP-008,17-11-2025,268,1704.71,13,30-11-2025
PO-06828,CON-0010,SUP-005,28-12-2025,1968,1554.68,9,06-01-2026
PO-06829,SEA-0009,SUP-010,25-01-2025,449,4244.86,6,31-01-2025
PO-06830,BRG-0011,SUP-007,04-11-2025,1221,3706.8,7,11-11-2025
PO-06831,SEA-0003,SUP-002,08-02-2025,893,2476.13,10,18-02-2025
PO-06832,RAW-0002,SUP-010,17-06-2025,232,1206.52,6,23-06-2025
PO-06833,FIL-0013,SUP-006,26-04-2025,1445,907.63,11,07-05-2025
PO-06834,ELE-0012,SUP-003,19-03-2026,1087,704.63,12,31-03-2026
PO-06835,CON-0003,SUP-011,27-06-2025,1370,3562.34,15,12-07-2025
PO-06836,CON-0014,SUP-008,14-12-2025,337,2637.4,13,27-12-2025
PO-06837,ELE-0020,SUP-007,05-10-2025,964,3643.83,7,12-10-2025
PO-06838,BRG-0016,SUP-013,01-02-2026,462,1411.96,43,16-03-2026
PO-06839,FIL-0012,SUP-007,09-10-2025,156,2683.17,7,16-10-2025
PO-06840,CON-0010,SUP-015,13-04-2026,1626,1485.92,9,22-04-2026
PO-06841,SEA-0016,SUP-015,16-01-2026,300,3600.8,9,25-01-2026
PO-06842,FIL-0016,SUP-013,14-02-2025,593,3120.01,36,22-03-2025
PO-06843,FAS-0007,SUP-010,04-01-2025,1664,3003.36,6,10-01-2025
PO-06844,CON-0012,SUP-009,16-06-2026,544,3037.15,8,24-06-2026
PO-06845,BRG-0013,SUP-005,05-03-2025,949,2785.34,9,14-03-2025
PO-06846,RAW-0011,SUP-007,07-03-2025,451,1087.05,7,14-03-2025
PO-06847,ELE-0007,SUP-005,28-02-2025,1256,2552.93,9,09-03-2025
PO-06848,FIL-0006,SUP-013,26-07-2025,138,961.19,42,06-09-2025
PO-06849,ELE-0011,SUP-009,19-05-2025,1857,1303.76,8,27-05-2025
PO-06850,FIL-0017,SUP-003,13-04-2026,1399,3207.62,12,25-04-2026
PO-06851,CON-0001,SUP-003,30-03-2026,345,2620.13,12,11-04-2026
PO-06852,ELE-0018,SUP-006,27-05-2025,1907,893.42,11,07-06-2025
PO-06853,FIL-0017,SUP-002,30-11-2025,943,3537.1,10,10-12-2025
PO-06854,FIL-0001,SUP-009,10-06-2025,967,5294.75,8,18-06-2025
PO-06855,BRG-0020,SUP-007,15-11-2025,1701,2803.71,7,22-11-2025
PO-06856,CON-0007,SUP-002,20-05-2026,1877,1164.46,10,30-05-2026
PO-06857,RAW-0010,SUP-009,26-10-2025,882,3654.39,8,03-11-2025
PO-06858,CHE-0011,SUP-007,21-12-2025,1432,2350.1,7,28-12-2025
PO-06859,FAS-0011,SUP-005,20-10-2025,1452,3190.19,9,29-10-2025
PO-06860,BRG-0006,SUP-013,24-04-2026,838,1442.24,47,10-06-2026
PO-06861,FAS-0003,SUP-010,11-12-2025,754,830.56,6,17-12-2025
PO-06862,SEA-0013,SUP-012,27-12-2025,234,2603.29,10,06-01-2026
PO-06863,BRG-0014,SUP-014,06-05-2025,1436,1866.85,12,18-05-2025
PO-06864,CON-0005,SUP-004,21-05-2026,355,1032.6,14,04-06-2026
PO-06865,CON-0007,SUP-012,18-05-2026,1410,1033.58,10,28-05-2026
PO-06866,CON-0002,SUP-002,29-04-2026,386,1819.44,10,09-05-2026
PO-06867,BRG-0003,SUP-011,21-06-2026,723,3262.26,15,06-07-2026
PO-06868,RAW-0016,SUP-003,26-10-2025,1258,3183.79,12,07-11-2025
PO-06869,BRG-0011,SUP-002,18-02-2025,595,3441.31,10,28-02-2025
PO-06870,FIL-0019,SUP-006,14-08-2025,1196,3526.11,11,25-08-2025
PO-06871,RAW-0017,SUP-014,06-02-2025,133,4843.45,12,18-02-2025
PO-06872,SEA-0014,SUP-004,13-02-2025,775,4816.93,14,27-02-2025
PO-06873,ELE-0020,SUP-011,09-09-2025,1426,3540.05,15,24-09-2025
PO-06874,RAW-0008,SUP-004,13-10-2025,715,108.8,14,27-10-2025
PO-06875,ELE-0007,SUP-015,07-03-2025,775,2399.58,9,16-03-2025
PO-06876,CHE-0015,SUP-009,20-06-2025,459,3020.2,8,28-06-2025
PO-06877,ELE-0016,SUP-003,12-06-2026,289,1993.82,12,24-06-2026
PO-06878,FIL-0017,SUP-009,05-02-2025,833,3534.36,8,13-02-2025
PO-06879,CON-0011,SUP-014,05-07-2025,1555,5267.33,12,17-07-2025
PO-06880,RAW-0016,SUP-015,17-08-2025,314,3316.89,9,26-08-2025
PO-06881,BRG-0006,SUP-004,07-12-2025,1823,1502.97,14,21-12-2025
PO-06882,SEA-0009,SUP-013,14-07-2025,1029,4282.13,33,16-08-2025
PO-06883,SEA-0005,SUP-009,07-04-2025,998,2285.36,8,15-04-2025
PO-06884,CHE-0020,SUP-005,09-07-2025,402,2997.38,9,18-07-2025
PO-06885,ELE-0013,SUP-001,21-08-2025,1687,3424.43,8,29-08-2025
PO-06886,ELE-0011,SUP-005,05-06-2025,1277,1161.89,9,14-06-2025
PO-06887,CON-0015,SUP-008,31-03-2026,1830,1907.49,13,13-04-2026
PO-06888,ELE-0015,SUP-013,21-01-2025,290,4393.32,35,25-02-2025
PO-06889,SEA-0007,SUP-006,25-12-2025,969,697.78,11,05-01-2026
PO-06890,FAS-0018,SUP-013,19-04-2026,1378,2652.69,46,04-06-2026
PO-06891,SEA-0016,SUP-004,18-03-2026,1029,3729.3,14,01-04-2026
PO-06892,FAS-0020,SUP-009,27-09-2025,1375,4071.91,8,05-10-2025
PO-06893,FIL-0010,SUP-002,27-06-2025,1999,495.75,10,07-07-2025
PO-06894,CON-0002,SUP-007,17-11-2025,1945,1618.76,7,24-11-2025
PO-06895,CHE-0016,SUP-002,05-10-2025,1001,4709.33,10,15-10-2025
PO-06896,CON-0002,SUP-002,06-08-2025,1182,1702.08,10,16-08-2025
PO-06897,SEA-0016,SUP-008,14-01-2025,1764,3691.1,13,27-01-2025
PO-06898,CON-0017,SUP-005,01-01-2026,1363,1277.19,9,10-01-2026
PO-06899,ELE-0016,SUP-001,09-06-2026,581,2038.99,8,17-06-2026
PO-06900,CON-0015,SUP-014,19-05-2026,100,2040.97,12,31-05-2026
PO-06901,SEA-0007,SUP-011,29-06-2025,954,712.2,15,14-07-2025
PO-06902,FIL-0013,SUP-014,25-10-2025,1782,941.74,12,06-11-2025
PO-06903,BRG-0012,SUP-005,30-07-2025,1223,952.94,9,08-08-2025
PO-06904,BRG-0011,SUP-001,01-04-2025,834,3167.51,8,09-04-2025
PO-06905,BRG-0018,SUP-014,04-02-2025,1456,4949.76,12,16-02-2025
PO-06906,BRG-0013,SUP-014,01-11-2025,1962,2898.1,12,13-11-2025
PO-06907,RAW-0009,SUP-008,09-04-2025,639,4907.5,13,22-04-2025
PO-06908,BRG-0015,SUP-012,28-04-2026,503,2672.62,10,08-05-2026
PO-06909,FAS-0014,SUP-003,27-04-2025,751,4377.73,12,09-05-2025
PO-06910,RAW-0019,SUP-012,01-04-2026,992,4377.17,10,11-04-2026
PO-06911,BRG-0004,SUP-002,25-01-2025,1555,3277.27,10,04-02-2025
PO-06912,SEA-0002,SUP-011,13-02-2025,1925,1609.45,15,28-02-2025
PO-06913,BRG-0013,SUP-008,04-03-2026,1598,2983.75,13,17-03-2026
PO-06914,FAS-0007,SUP-008,25-03-2025,354,3022.09,13,07-04-2025
PO-06915,BRG-0013,SUP-006,16-01-2025,1292,2736.06,11,27-01-2025
PO-06916,ELE-0010,SUP-004,19-06-2025,340,2494.38,14,03-07-2025
PO-06917,FIL-0008,SUP-009,24-01-2025,732,1612.1,8,01-02-2025
PO-06918,FAS-0020,SUP-008,24-03-2026,599,3996.17,13,06-04-2026
PO-06919,ELE-0010,SUP-009,08-04-2026,704,2492.99,8,16-04-2026
PO-06920,FAS-0019,SUP-002,11-04-2025,1494,4336.14,10,21-04-2025
PO-06921,SEA-0010,SUP-006,07-12-2025,688,1967.14,11,18-12-2025
PO-06922,SEA-0015,SUP-005,04-12-2025,875,1854.98,9,13-12-2025
PO-06923,BRG-0015,SUP-004,24-09-2025,615,2717.66,14,08-10-2025
PO-06924,BRG-0011,SUP-013,26-01-2025,256,3137.38,45,12-03-2025
PO-06925,BRG-0015,SUP-002,17-05-2026,1782,3143.15,10,27-05-2026
PO-06926,RAW-0001,SUP-004,07-12-2025,1706,2098.99,14,21-12-2025
PO-06927,RAW-0013,SUP-013,21-11-2025,1993,631.63,38,29-12-2025
PO-06928,SEA-0015,SUP-008,07-07-2025,1964,1831.49,13,20-07-2025
PO-06929,SEA-0019,SUP-001,23-03-2025,677,5196.54,8,31-03-2025
PO-06930,BRG-0011,SUP-002,02-05-2026,261,3696.11,10,12-05-2026
PO-06931,FIL-0004,SUP-010,07-01-2026,1831,828.22,6,13-01-2026
PO-06932,CHE-0009,SUP-003,04-08-2025,462,1922.68,12,16-08-2025
PO-06933,ELE-0002,SUP-009,17-02-2026,1040,1852.96,8,25-02-2026
PO-06934,ELE-0020,SUP-012,15-05-2026,797,3697.13,10,25-05-2026
PO-06935,CON-0016,SUP-013,17-02-2025,145,2577.01,47,05-04-2025
PO-06936,RAW-0005,SUP-003,09-04-2026,728,1968.33,12,21-04-2026
PO-06937,SEA-0014,SUP-003,19-12-2025,125,4583.98,12,31-12-2025
PO-06938,ELE-0017,SUP-010,18-06-2025,593,428.16,6,24-06-2025
PO-06939,FIL-0010,SUP-010,23-04-2025,1052,428.79,6,29-04-2025
PO-06940,CON-0002,SUP-003,08-05-2025,1993,1721.14,12,20-05-2025
PO-06941,CON-0014,SUP-010,19-04-2026,820,2837.35,6,25-04-2026
PO-06942,RAW-0009,SUP-011,10-10-2025,600,5369.77,15,25-10-2025
PO-06943,RAW-0004,SUP-008,27-07-2025,732,4515.38,13,09-08-2025
PO-06944,RAW-0002,SUP-010,23-06-2025,1636,1364.27,6,29-06-2025
PO-06945,BRG-0020,SUP-012,12-02-2026,1177,2875.08,10,22-02-2026
PO-06946,FIL-0016,SUP-006,20-03-2026,1895,3063.75,11,31-03-2026
PO-06947,ELE-0010,SUP-014,29-12-2025,1915,2932.5,12,10-01-2026
PO-06948,ELE-0002,SUP-007,19-05-2026,1732,1940.92,7,26-05-2026
PO-06949,CON-0019,SUP-009,16-09-2025,1492,3195.21,8,24-09-2025
PO-06950,SEA-0011,SUP-009,24-01-2025,1596,1677.47,8,01-02-2025
PO-06951,RAW-0013,SUP-002,30-05-2026,1863,607.68,10,09-06-2026
PO-06952,ELE-0014,SUP-012,03-09-2025,1006,1972.06,10,13-09-2025
PO-06953,CON-0015,SUP-013,13-10-2025,582,1842.49,33,15-11-2025
PO-06954,ELE-0009,SUP-011,09-04-2026,876,2876.25,15,24-04-2026
PO-06955,FIL-0011,SUP-001,15-03-2025,760,558.56,8,23-03-2025
PO-06956,SEA-0014,SUP-009,02-05-2025,1185,4451.31,8,10-05-2025
PO-06957,CON-0012,SUP-006,12-03-2026,431,3413.42,11,23-03-2026
PO-06958,FAS-0015,SUP-003,17-03-2026,1391,4408.84,12,29-03-2026
PO-06959,FIL-0018,SUP-008,02-03-2026,389,4000.4,13,15-03-2026
PO-06960,FIL-0001,SUP-005,01-02-2026,234,5094.81,9,10-02-2026
PO-06961,FIL-0015,SUP-001,22-06-2026,1437,1343.55,8,30-06-2026
PO-06962,RAW-0013,SUP-002,26-01-2025,1841,643.41,10,05-02-2025
PO-06963,BRG-0005,SUP-004,06-06-2026,1634,2808.9,14,20-06-2026
PO-06964,FAS-0002,SUP-006,01-07-2025,447,511.77,11,12-07-2025
PO-06965,FIL-0015,SUP-004,24-10-2025,1974,1361.24,14,07-11-2025
PO-06966,FIL-0008,SUP-007,22-01-2026,344,1775.5,7,29-01-2026
PO-06967,CHE-0016,SUP-013,30-09-2025,1180,5210.7,39,08-11-2025
PO-06968,FAS-0017,SUP-010,29-09-2025,948,3728.97,6,05-10-2025
PO-06969,BRG-0015,SUP-005,25-02-2026,1692,3055.33,9,06-03-2026
PO-06970,CHE-0001,SUP-011,28-10-2025,1794,2339.32,15,12-11-2025
PO-06971,ELE-0004,SUP-005,05-09-2025,391,2577.26,9,14-09-2025
PO-06972,SEA-0003,SUP-008,12-05-2026,570,2216.64,13,25-05-2026
PO-06973,RAW-0013,SUP-001,06-01-2025,1948,558.45,8,14-01-2025
PO-06974,SEA-0020,SUP-012,07-04-2026,518,1161.77,10,17-04-2026
PO-06975,SEA-0020,SUP-006,13-04-2025,1921,1204.1,11,24-04-2025
PO-06976,ELE-0015,SUP-015,08-05-2025,893,5082.42,9,17-05-2025
PO-06977,SEA-0006,SUP-005,20-11-2025,722,4684.11,9,29-11-2025
PO-06978,RAW-0006,SUP-007,30-07-2025,1908,1792.48,7,06-08-2025
PO-06979,FIL-0016,SUP-015,13-11-2025,910,2872.94,9,22-11-2025
PO-06980,RAW-0018,SUP-004,04-07-2025,161,2022.56,14,18-07-2025
PO-06981,CHE-0007,SUP-004,25-01-2026,357,497.59,14,08-02-2026
PO-06982,CHE-0017,SUP-013,08-07-2025,1168,899.81,43,20-08-2025
PO-06983,BRG-0008,SUP-015,11-05-2026,194,279.47,9,20-05-2026
PO-06984,FIL-0012,SUP-002,03-03-2025,1768,2608.44,10,13-03-2025
PO-06985,ELE-0017,SUP-014,26-04-2025,869,424.79,12,08-05-2025
PO-06986,RAW-0006,SUP-009,28-02-2025,1942,1842.3,8,08-03-2025
PO-06987,ELE-0007,SUP-003,18-06-2026,1630,2400.08,12,30-06-2026
PO-06988,BRG-0005,SUP-014,23-09-2025,1512,2844.99,12,05-10-2025
PO-06989,BRG-0004,SUP-002,19-06-2025,1985,3689.15,10,29-06-2025
PO-06990,FIL-0008,SUP-007,17-04-2026,622,1613.97,7,24-04-2026
PO-06991,ELE-0007,SUP-014,26-05-2025,508,2599.83,12,07-06-2025
PO-06992,FIL-0003,SUP-006,25-04-2025,1635,1049.55,11,06-05-2025
PO-06993,FIL-0018,SUP-009,08-11-2025,156,4009.49,8,16-11-2025
PO-06994,ELE-0013,SUP-004,11-02-2026,1872,3182.48,14,25-02-2026
PO-06995,RAW-0017,SUP-004,07-04-2026,1219,4855.83,14,21-04-2026
PO-06996,RAW-0019,SUP-010,13-07-2025,1214,3960.02,6,19-07-2025
PO-06997,BRG-0010,SUP-011,24-05-2026,201,1537.49,15,08-06-2026
PO-06998,FIL-0012,SUP-004,07-10-2025,1714,2642.64,14,21-10-2025
PO-06999,BRG-0009,SUP-005,17-01-2025,627,107.01,9,26-01-2025
PO-07000,FIL-0019,SUP-007,16-09-2025,1149,3758.79,7,23-09-2025
PO-07001,BRG-0009,SUP-009,13-04-2025,1013,115.66,8,21-04-2025
PO-07002,FAS-0004,SUP-013,29-05-2026,1634,2426.31,45,13-07-2026
PO-07003,SEA-0018,SUP-004,10-01-2026,279,4939.26,14,24-01-2026
PO-07004,CHE-0016,SUP-005,29-09-2025,859,5230.2,9,08-10-2025
PO-07005,ELE-0011,SUP-003,25-02-2025,1321,1235.52,12,09-03-2025
PO-07006,ELE-0008,SUP-001,24-02-2026,116,1857.33,8,04-03-2026
PO-07007,SEA-0002,SUP-003,31-01-2026,595,1594.05,12,12-02-2026
PO-07008,RAW-0013,SUP-008,09-01-2026,384,598.17,13,22-01-2026
PO-07009,CON-0012,SUP-008,02-12-2025,1044,2876.81,13,15-12-2025
PO-07010,CON-0012,SUP-003,13-04-2026,1554,3112.66,12,25-04-2026
PO-07011,RAW-0017,SUP-001,14-10-2025,1537,4849.63,8,22-10-2025
PO-07012,CHE-0012,SUP-012,11-01-2025,478,3808.8,10,21-01-2025
PO-07013,ELE-0018,SUP-014,04-10-2025,501,880,12,16-10-2025
PO-07014,FIL-0002,SUP-011,04-10-2025,1878,2765.04,15,19-10-2025
PO-07015,BRG-0005,SUP-015,10-11-2025,1819,3109.56,9,19-11-2025
PO-07016,FIL-0017,SUP-004,17-12-2025,1193,3602.09,14,31-12-2025
PO-07017,RAW-0012,SUP-013,11-06-2026,704,1193.32,40,21-07-2026
PO-07018,CHE-0016,SUP-002,13-10-2025,109,4655.14,10,23-10-2025
PO-07019,FAS-0017,SUP-009,12-05-2026,1815,3639.2,8,20-05-2026
PO-07020,ELE-0016,SUP-008,07-04-2025,732,2366.19,13,20-04-2025
PO-07021,ELE-0007,SUP-007,18-03-2026,233,2721.66,7,25-03-2026
PO-07022,BRG-0003,SUP-012,27-04-2025,1236,2818.73,10,07-05-2025
PO-07023,ELE-0002,SUP-007,16-02-2025,1410,1895.67,7,23-02-2025
PO-07024,ELE-0012,SUP-014,04-02-2026,392,665.18,12,16-02-2026
PO-07025,SEA-0001,SUP-012,24-03-2025,424,3005.43,10,03-04-2025
PO-07026,CHE-0020,SUP-011,09-11-2025,1746,2930.95,15,24-11-2025
PO-07027,FIL-0001,SUP-001,24-02-2025,657,4808.47,8,04-03-2025
PO-07028,CON-0017,SUP-002,22-05-2025,235,1153.72,10,01-06-2025
PO-07029,CON-0014,SUP-004,01-10-2025,1102,2592.88,14,15-10-2025
PO-07030,CON-0008,SUP-003,06-06-2026,1066,254.44,12,18-06-2026
PO-07031,SEA-0005,SUP-015,08-01-2025,929,2131.94,9,17-01-2025
PO-07032,FIL-0015,SUP-006,01-02-2026,900,1379.87,11,12-02-2026
PO-07033,ELE-0005,SUP-013,27-10-2025,1839,3844.98,36,02-12-2025
PO-07034,SEA-0017,SUP-012,05-03-2025,1198,4568,10,15-03-2025
PO-07035,SEA-0005,SUP-008,29-04-2026,387,2304.35,13,12-05-2026
PO-07036,SEA-0003,SUP-011,24-12-2025,246,2250.73,15,08-01-2026
PO-07037,SEA-0006,SUP-012,04-01-2025,1465,4336.91,10,14-01-2025
PO-07038,FAS-0008,SUP-011,22-04-2026,1460,2901.87,15,07-05-2026
PO-07039,FAS-0007,SUP-008,16-10-2025,991,3406.31,13,29-10-2025
PO-07040,CHE-0005,SUP-004,14-02-2025,752,3759.85,14,28-02-2025
PO-07041,FAS-0007,SUP-006,16-01-2025,144,3513.48,11,27-01-2025
PO-07042,FAS-0007,SUP-013,10-02-2026,1289,3198.62,36,18-03-2026
PO-07043,FAS-0010,SUP-003,08-02-2026,1896,1170.57,12,20-02-2026
PO-07044,SEA-0020,SUP-011,20-03-2025,287,1161.55,15,04-04-2025
PO-07045,RAW-0006,SUP-009,18-04-2025,283,2078.77,8,26-04-2025
PO-07046,RAW-0007,SUP-015,26-05-2025,1247,4234.26,9,04-06-2025
PO-07047,BRG-0006,SUP-010,29-08-2025,660,1558.69,6,04-09-2025
PO-07048,ELE-0002,SUP-003,20-10-2025,801,1895.34,12,01-11-2025
PO-07049,SEA-0005,SUP-013,06-12-2025,143,2018.87,44,19-01-2026
PO-07050,SEA-0008,SUP-005,23-06-2025,1245,4357.43,9,02-07-2025
PO-07051,BRG-0017,SUP-002,01-01-2026,1359,2645.07,10,11-01-2026
PO-07052,FIL-0016,SUP-011,10-12-2025,1902,3296.7,15,25-12-2025
PO-07053,CON-0007,SUP-011,23-07-2025,1752,1177.61,15,07-08-2025
PO-07054,RAW-0020,SUP-002,05-04-2025,1840,3969.43,10,15-04-2025
PO-07055,RAW-0011,SUP-011,06-06-2025,1925,1166.76,15,21-06-2025
PO-07056,CON-0009,SUP-006,04-06-2026,698,2366.66,11,15-06-2026
PO-07057,FIL-0002,SUP-013,23-04-2026,1679,2375.71,37,30-05-2026
PO-07058,ELE-0019,SUP-002,21-05-2025,1552,1048.57,10,31-05-2025
PO-07059,FIL-0018,SUP-005,11-12-2025,1050,3936.83,9,20-12-2025
PO-07060,CON-0005,SUP-006,16-04-2025,500,906.24,11,27-04-2025
PO-07061,CHE-0015,SUP-003,28-03-2025,1684,2932.34,12,09-04-2025
PO-07062,BRG-0014,SUP-011,19-12-2025,1267,2089.92,15,03-01-2026
PO-07063,FIL-0005,SUP-007,11-03-2026,1477,3709.07,7,18-03-2026
PO-07064,SEA-0010,SUP-014,25-02-2026,305,2311.21,12,09-03-2026
PO-07065,SEA-0004,SUP-009,01-09-2025,1893,1298.6,8,09-09-2025
PO-07066,CON-0007,SUP-002,29-03-2026,1154,1069.01,10,08-04-2026
PO-07067,FAS-0003,SUP-012,20-03-2025,1187,850.03,10,30-03-2025
PO-07068,BRG-0016,SUP-007,11-05-2025,1205,1460.69,7,18-05-2025
PO-07069,FAS-0003,SUP-005,05-01-2026,738,963.66,9,14-01-2026
PO-07070,ELE-0004,SUP-005,15-12-2025,876,2569.06,9,24-12-2025
